"question_id","question","answer","explanation","type","style","source_url","source_file","source_page","source_line"
"WH-22-03-001","「黄金の国ジパング」などの記述によって、ヨーロッパ人のアジアへの関心を高めたマルコ＝ポーロの著作は？","『世界の記述』（『東方見聞録』）。","豊かなアジアへの憧れは、海外進出を促す背景の一つとなった。","用語の特定","一問一答","","22_ルネサンスと大航海時代.md","355","136"
"WH-22-03-002","大航海時代のヨーロッパ人が直接入手しようとした、アジアの代表的な物産を2つ答えなさい。","香辛料と絹織物。","ヨーロッパでの需要増加が、アジアとの直接交易を求める動きを強めた。","内容","一問一答","","22_ルネサンスと大航海時代.md","355","136"
"WH-22-03-003","ヨーロッパ人が従来の交易路に頼らず、インドへの新航路を求めたのはなぜか？","ムスリム商人やオスマン帝国が関わる交易路を経由せず、アジアの物産を直接入手したかったため。","商業上の利益の追求が、新航路開拓の重要な動機だった。","原因","一問一答","","22_ルネサンスと大航海時代.md","355","138"
"WH-22-03-004","レコンキスタ後のスペインとポルトガルの海外進出には、交易以外にどのような目的があったか？","さらなる領土の獲得と、キリスト教世界の拡大。","大航海時代には、経済的な動機と宗教・政治的な動機が重なっていた。","原因","一問一答","","22_ルネサンスと大航海時代.md","356","148"
"WH-22-03-005","大航海時代の遠洋航海を支えた技術・知識には、どのようなものがあったか？","地理学・天文学、造船・航海術、羅針盤やカラック船。","アジアへの関心だけでなく、航海を実現する技術的条件も必要だった。","内容","一問一答","","22_ルネサンスと大航海時代.md","356","148"
"WH-22-03-006","ポルトガルが早くから海外進出を始められた背景を、国内状況と地理から説明しなさい。","早くにイスラーム支配を脱して領土を確定し、ヨーロッパ南西端に位置していたため。","政治的な安定と、大西洋・アフリカ方面へ進出しやすい位置が背景となった。","原因","一問一答","","22_ルネサンスと大航海時代.md","356","181"
"WH-22-03-007","ポルトガルが対外進出の初期に攻略した、ジブラルタル海峡南岸の都市は？","セウタ。","その後、アフリカ西岸の探検が進められた。","場所","一問一答","","22_ルネサンスと大航海時代.md","356","181"
"WH-22-03-008","地理・航海術の研究を進め、アフリカ西岸の探検を推進したポルトガルの「航海王子」は？","エンリケ。","本人の航海ではなく、探検の推進者として捉える。","人物","一問一答","","22_ルネサンスと大航海時代.md","356","181"
"WH-22-03-009","ポルトガルの命令でアフリカ西岸を南下し、喜望峰に到達した航海者は？","バルトロメウ＝ディアス。","この到達が、アフリカを回るインド航路の開拓につながった。","人物","一問一答","","22_ルネサンスと大航海時代.md","356","183"
"WH-22-03-010","バルトロメウ＝ディアスが到達し、当初の「嵐の岬」から改名された岬は？","喜望峰。","ヨーロッパからアフリカを回ってインド洋へ進む航路の要所となった。","場所","一問一答","","22_ルネサンスと大航海時代.md","356","183"
"WH-22-03-011","1498年、喜望峰を回ってインドのカリカットに到達したポルトガル人は？","ヴァスコ＝ダ＝ガマ。","東回りインド航路を開いた人物として押さえる。","人物","一問一答","","22_ルネサンスと大航海時代.md","357","193"
"WH-22-03-012","ヴァスコ＝ダ＝ガマが、インド洋横断のためムスリムの水先案内人を雇った東アフリカの港市は？","マリンディ。","ヨーロッパの進出には、既存のインド洋交易の知識も利用された。","場所","一問一答","","22_ルネサンスと大航海時代.md","357","193"
"WH-22-03-013","1498年にヴァスコ＝ダ＝ガマが到達した、インド西岸の港市は？","カリカット。","のちにポルトガル総督府が置かれたゴアとは区別する。","場所","一問一答","","22_ルネサンスと大航海時代.md","357","193"
"WH-22-03-014","ヴァスコ＝ダ＝ガマがカリカットに到達したのは何年か？","1498年。","コロンブスのサンサルバドル島到達より後の出来事である。","時期","一問一答","","22_ルネサンスと大航海時代.md","357","193"
"WH-22-03-015","ポルトガルがインド洋で武力による港市の確保を進めたのはなぜか？","インド側にとって魅力的な商品を十分に提供できず、平和的な交易参入が難しかったため。","ポルトガルは既存の交易圏に武力を用いて進出した。","原因","一問一答","","22_ルネサンスと大航海時代.md","357","195"
"WH-22-03-016","インド洋交易に進出したポルトガルと対立し、カーリミー商人を保護していた王朝は？","マムルーク朝。","ポルトガルの進出は、既存のムスリム商人の交易活動と衝突した。","主体","一問一答","","22_ルネサンスと大航海時代.md","357","197"
"WH-22-03-017","ポルトガル軍が、インド洋交易をめぐって対立したマムルーク朝の勢力を破った海戦は？","ディウ沖海戦。","資料では、アルメイダがポルトガル軍を率いたとされている。","用語の特定","一問一答","","22_ルネサンスと大航海時代.md","357","197"
"WH-22-03-018","ポルトガルがペルシア湾の入口に要塞を築いた、交易上の要地は？","ホルムズ。","紅海方面の拠点とあわせ、ムスリム商人の動きを抑えようとした。","場所","一問一答","","22_ルネサンスと大航海時代.md","357","197"
"WH-22-03-019","1510年にポルトガルが占領し、インド総督府を置いた都市は？","ゴア。","インドでの拠点を確保した後、ポルトガルは東南アジア進出を進めた。","場所","一問一答","","22_ルネサンスと大航海時代.md","357","197"
"WH-22-03-020","ゴアを占領し、ポルトガルのインド総督府を置いた人物は？","アルブケルケ。","カリカットに到達したヴァスコ＝ダ＝ガマとは役割を区別する。","人物","一問一答","","22_ルネサンスと大航海時代.md","357","197"
"WH-22-03-021","バルトロメウ＝ディアスが喜望峰を確認したのは何年か？","1488年。","その後、1498年にヴァスコ＝ダ＝ガマがカリカットへ到達する。","時期","一問一答","","22_ルネサンスと大航海時代.md","357","203"
"WH-22-03-022","インドへ向かう途中でブラジルに漂着した、ポルトガルの航海者は？","カブラル。","ブラジルがポルトガル領となる経緯に関わる人物である。","人物","一問一答","","22_ルネサンスと大航海時代.md","357","206"
"WH-22-03-023","ポルトガルが1511年に占領し、東南アジアの香辛料交易への進出拠点とした港市は？","マラッカ。","中国の商品やマルク諸島の香辛料が集まる交易の中心だった。","場所","一問一答","","22_ルネサンスと大航海時代.md","357","211"
"WH-22-03-024","ポルトガルが1512年に到達した、丁子やナツメグの主要産地である島々は？","マルク諸島（モルッカ諸島）。","インドの胡椒産地とは区別して、香辛料の産地を押さえる。","場所","一問一答","","22_ルネサンスと大航海時代.md","357","211"
"WH-22-03-025","ポルトガルが明から居住権を得て、中国貿易の拠点とした場所は？","マカオ。","中国本土との交易を求めたポルトガルの東アジア拠点である。","場所","一問一答","","22_ルネサンスと大航海時代.md","357","212"
"WH-22-03-026","1543年にポルトガル人が漂着し、鉄砲を伝えた日本の島は？","種子島。","資料では、日本への到達をアジア貿易拡大の流れのなかで説明している。","場所","一問一答","","22_ルネサンスと大航海時代.md","357","213"
"WH-22-03-027","ポルトガルがインドでの拠点確保後、さらにマラッカやマルク諸島へ進出したのはなぜか？","高価な丁子やナツメグの産地と、それらを集める交易拠点を押さえるため。","インドの胡椒だけでは、香辛料交易全体を支配できなかった。","原因","一問一答","","22_ルネサンスと大航海時代.md","358","223"
"WH-22-03-028","ポルトガルがマラッカを押さえた後、ムスリム商人が迂回路として利用した海峡は？","スンダ海峡。","スマトラ島の西岸を南下し、ジャワ島との間を通るルートである。","場所","一問一答","","22_ルネサンスと大航海時代.md","358","227"
"WH-22-03-029","1517年に広州を訪れたポルトガルが、明から貿易を拒否された理由は？","朝貢の礼をとらなかったため。","その後、ポルトガルは密貿易を行う中国人海商との取引に参入した。","原因","一問一答","","22_ルネサンスと大航海時代.md","358","229"
"WH-22-03-030","ポルトガルが東アジアの中継貿易で大きな利益を得た、中国側と日本側の主な商品は？","中国産生糸と日本銀。","アジアからヨーロッパへの貿易だけでなく、アジア域内の交易も重要だった。","内容","一問一答","","22_ルネサンスと大航海時代.md","358","229"
"WH-22-03-031","西回りでアジアへ向かう構想を立て、スペインの支援で1492年にカリブ海へ到達した航海者は？","コロンブス。","ジェノヴァ出身で、ポルトガルではなくスペインの支援を受けた。","人物","一問一答","","22_ルネサンスと大航海時代.md","358","233"
"WH-22-03-032","コロンブスの西回り航路構想に影響した、地球球体説の地図を作った人物として資料に挙げられるのは？","トスカネリ。","球体である地球を西へ進めば、アジアへ到達できると考えた。","人物","一問一答","","22_ルネサンスと大航海時代.md","358","233"
"WH-22-03-033","コロンブスの西回り航海を支援したスペインの女王は？","イサベル女王。","レコンキスタの完成と、ポルトガルへの対抗が支援の背景にあった。","人物","一問一答","","22_ルネサンスと大航海時代.md","359","241"
"WH-22-03-034","コロンブスがサンサルバドル島へ到達した年は？","1492年。","同年、スペインではグラナダが陥落し、レコンキスタが完成した。","時期","一問一答","","22_ルネサンスと大航海時代.md","359","243"
"WH-22-03-035","コロンブスが1492年に到達し、サンサルバドル島と名づけた島は、どの諸島に属するか？","バハマ諸島。","インドや日本ではなく、アメリカ大陸周辺の島々に到達した。","場所","一問一答","","22_ルネサンスと大航海時代.md","359","243"
"WH-22-03-036","アメリカの先住民がインディオ、カリブ海の島々が西インド諸島と呼ばれるようになった理由は？","コロンブスが到達地をインディアス、つまりアジアだと思い込んでいたため。","ヨーロッパ人の誤認に由来する呼称である。","原因","一問一答","","22_ルネサンスと大航海時代.md","359","243"
"WH-22-03-037","イギリス王ヘンリ7世の命令で北西航路を探り、北米沿岸に到達した探検家は？","カボット。","のちのイギリスによる北米領有の主張につながった。","人物","一問一答","","22_ルネサンスと大航海時代.md","359","247"
"WH-22-03-038","フランスの探検家で、カナダに到達した人物は？","カルティエ。","イギリスの援助を受けたカボットとの対応を区別する。","人物","一問一答","","22_ルネサンスと大航海時代.md","359","247"
"WH-22-03-039","教皇アレクサンデル6世が、スペインとポルトガルの海外領土を分けるために設定した線を何というか？","植民地分界線（教皇子午線）。","西側をスペイン、東側をポルトガルの範囲とした。","用語の特定","一問一答","","22_ルネサンスと大航海時代.md","359","249"
"WH-22-03-040","ポルトガルの抗議を受け、教皇の植民地分界線を西方へ移すことを定めた条約は？","トルデシリャス条約。","スペインとポルトガルが大西洋側の勢力範囲を取り決めた。","用語の特定","一問一答","","22_ルネサンスと大航海時代.md","359","249"
"WH-22-03-041","トルデシリャス条約の分界線では、西側と東側はそれぞれどの国の範囲とされたか？","西側はスペイン、東側はポルトガル。","この区分は、ブラジルのポルトガル領有の根拠になった。","内容","一問一答","","22_ルネサンスと大航海時代.md","359","249"
"WH-22-03-042","スペインの進出したアメリカ大陸のなかで、ブラジルをポルトガルが領有した根拠は何か？","カブラルの漂着地が、トルデシリャス条約の分界線より東に位置したこと。","アメリカ大陸全体がスペイン領になったわけではない。","原因","一問一答","","22_ルネサンスと大航海時代.md","359","249"
"WH-22-03-043","コロンブスの到達した土地がアジアではないことを確認し、「アメリカ」の名称の由来となった人物は？","アメリゴ＝ヴェスプッチ。","「新大陸」はヨーロッパ人にとって未知の土地という意味で用いられている。","人物","一問一答","","22_ルネサンスと大航海時代.md","359","251"
"WH-22-03-044","1513年にパナマ地峡を横断し、アメリカ大陸の西側に海が広がることを確認したスペインの探検家は？","バルボア。","「南の海」と名づけた海が太平洋である。","人物","一問一答","","22_ルネサンスと大航海時代.md","359","251"
"WH-22-03-045","スペインの援助を受けて西回り航海を指揮し、南米南端を通過して太平洋へ出た人物は？","マゼラン（マガリャンイス）。","ポルトガル人だが、航海の援助国はスペインだった。","人物","一問一答","","22_ルネサンスと大航海時代.md","360","263"
"WH-22-03-046","マゼランの西回り航海を支援したスペイン王は？","カルロス1世。","スペインは、西回りでマルク諸島に到達することを目指していた。","人物","一問一答","","22_ルネサンスと大航海時代.md","360","263"
"WH-22-03-047","マゼラン一行が大西洋から太平洋へ抜ける際に通過した、南米大陸南端の水路は？","マゼラン海峡。","パナマ地峡を横断したバルボアの経路とは異なる。","場所","一問一答","","22_ルネサンスと大航海時代.md","360","263"
"WH-22-03-048","マゼランが現地の戦争に巻き込まれ、戦死したのはどこの島か？","フィリピンのマクタン島。","マゼラン本人はスペインへの帰還を果たさなかった。","場所","一問一答","","22_ルネサンスと大航海時代.md","360","263"
"WH-22-03-049","マゼランの航海で、実際に帰国して世界周航を達成したのは誰か？","マゼランの死後に航海を続けた部下たち。","「マゼラン本人が一周して帰国した」としないことが重要である。","主体","一問一答","","22_ルネサンスと大航海時代.md","360","263"
"WH-22-03-050","マゼラン一行による世界周航の達成は、地球の形について何を実証したか？","地球球体説。","西回りに航海を続けて出発国へ戻ることが可能だと示した。","結果","一問一答","","22_ルネサンスと大航海時代.md","360","263"
"WH-22-03-051","マルク諸島をめぐる対立の後、1529年にスペインとポルトガルの太平洋側の境界を定めた条約は？","サラゴサ条約。","資料では、スペインがマルク諸島をポルトガルへ売却したと説明されている。","用語の特定","一問一答","","22_ルネサンスと大航海時代.md","360","265"
"WH-22-03-052","トルデシリャス条約とサラゴサ条約は、スペインとポルトガルのどちら側の境界をそれぞれ定めたか？","トルデシリャス条約は大西洋側、サラゴサ条約は太平洋側。","どちらも両国の海外進出に伴う勢力範囲の取り決めである。","関係","一問一答","","22_ルネサンスと大航海時代.md","360","265"
"WH-22-03-053","黄金を求めてアメリカ大陸へ進出した、スペイン人の征服者を何というか？","コンキスタドール。","コルテスやピサロが代表者である。","用語の特定","一問一答","","22_ルネサンスと大航海時代.md","361","295"
