dataset_label,term_id,importance_rank,difficulty_label,category,term,reading,aliases,era,macro_region,region_detail,display_period,sort_year,question_id,stage,focus,question_type,question,answer,keywords,accepted_answers,answer_note,year_mnemonic,source_name,source_url
世界史探究_第23回_03_イギリス国教会とイギリスの絶対王政,WH-230301,58,共通テスト基礎,宗教・宗派,イギリス国教会,いぎりすこっきょうかい,,近世,ヨーロッパ,イギリス・イングランド,1534年に成立・1559年の統一法などで確立,1534,WH-230301-B01,beginner,用語の特定,identify,ヘンリ8世が首長法でカトリックから分離して成立させ、エリザベス1世が統一法などで確立した教会は？,イギリス国教会,イギリス国教会,,,,23_宗教改革(1).md p.374–377,
世界史探究_第23回_03_イギリス国教会とイギリスの絶対王政,WH-230301,58,共通テスト基礎,宗教・宗派,イギリス国教会,いぎりすこっきょうかい,,近世,ヨーロッパ,イギリス・イングランド,1534年に成立・1559年の統一法などで確立,1534,WH-230301-B02,beginner,中心人物,person,イギリス国教会を成立させた国王は？,ヘンリ8世,ヘンリ8世,,,,23_宗教改革(1).md p.374–377,
世界史探究_第23回_03_イギリス国教会とイギリスの絶対王政,WH-230301,58,共通テスト基礎,宗教・宗派,イギリス国教会,いぎりすこっきょうかい,,近世,ヨーロッパ,イギリス・イングランド,1534年に成立・1559年の統一法などで確立,1534,WH-230301-B03,beginner,関連,relation,イギリス国教会の成立を定めた1534年の法律は？,首長法,首長法,国王至上法,,,23_宗教改革(1).md p.374–377,
世界史探究_第23回_03_イギリス国教会とイギリスの絶対王政,WH-230301,58,共通テスト基礎,宗教・宗派,イギリス国教会,いぎりすこっきょうかい,,近世,ヨーロッパ,イギリス・イングランド,1534年に成立・1559年の統一法などで確立,1534,WH-230301-B04,beginner,中心人物,person,イギリス国教会に一般祈祷書(いっぱんきとうしょ)を制定し、教義改革を進めた国王は？,エドワード6世,エドワード6世,,,,23_宗教改革(1).md p.374–377,
世界史探究_第23回_03_イギリス国教会とイギリスの絶対王政,WH-230301,58,共通テスト基礎,宗教・宗派,イギリス国教会,いぎりすこっきょうかい,,近世,ヨーロッパ,イギリス・イングランド,1534年に成立・1559年の統一法などで確立,1534,WH-230301-B05,beginner,中心人物,person,イギリス国教会にかわってカトリックを復活させた女王は？,メアリ1世,メアリ1世,,,,23_宗教改革(1).md p.374–377,
世界史探究_第23回_03_イギリス国教会とイギリスの絶対王政,WH-230301,58,共通テスト基礎,宗教・宗派,イギリス国教会,いぎりすこっきょうかい,,近世,ヨーロッパ,イギリス・イングランド,1534年に成立・1559年の統一法などで確立,1534,WH-230301-B06,beginner,中心人物,person,イギリス国教会を復活させ、統一法で礼拝・儀式を統一した女王は？,エリザベス1世,エリザベス1世,,,,23_宗教改革(1).md p.374–377,
世界史探究_第23回_03_イギリス国教会とイギリスの絶対王政,WH-230301,58,共通テスト基礎,宗教・宗派,イギリス国教会,いぎりすこっきょうかい,,近世,ヨーロッパ,イギリス・イングランド,1534年に成立・1559年の統一法などで確立,1534,WH-230301-R01,reverse,成立,reverse,どのように成立した？,1534年、**イギリス**でヘンリ8世が**首長法**を制定し、国王を最高首長としてカトリックから分離した教会。,イギリス|首長法,,,1534：「イギリスの人降参した　首長法」ヘンリ8世の首長法発布,23_宗教改革(1).md p.374–377,
世界史探究_第23回_03_イギリス国教会とイギリスの絶対王政,WH-230301,58,共通テスト基礎,宗教・宗派,イギリス国教会,いぎりすこっきょうかい,,近世,ヨーロッパ,イギリス・イングランド,1534年に成立・1559年の統一法などで確立,1534,WH-230301-R02,reverse,教義・制度,reverse,その後どのように変化した？,**エドワード6世**が一般祈祷書(いっぱんきとうしょ)で教義を新教に近づけたが、儀式や**主教制**にはカトリックに近い要素が残った。,エドワード6世|主教制,,,,23_宗教改革(1).md p.374–377,
世界史探究_第23回_03_イギリス国教会とイギリスの絶対王政,WH-230301,58,共通テスト基礎,宗教・宗派,イギリス国教会,いぎりすこっきょうかい,,近世,ヨーロッパ,イギリス・イングランド,1534年に成立・1559年の統一法などで確立,1534,WH-230301-R03,reverse,確立,reverse,どのように確立した？,メアリ1世のカトリック復活後、**エリザベス1世**が再建し、1559年の**統一法**などによって確立した。,エリザベス1世|統一法,,,1559：「国教会で　以後行く」エリザベス1世の統一法発布,23_宗教改革(1).md p.374–377,
世界史探究_第23回_03_イギリス国教会とイギリスの絶対王政,WH-230301,58,共通テスト基礎,宗教・宗派,イギリス国教会,いぎりすこっきょうかい,,近世,ヨーロッパ,イギリス・イングランド,1534年に成立・1559年の統一法などで確立,1534,WH-230301-I01,integrated,統合説明,integrated,「イギリス国教会」について説明せよ。,1534年、**イギリス**でヘンリ8世が**首長法**を制定し、国王を最高首長としてカトリックから分離した教会。**エドワード6世**が一般祈祷書(いっぱんきとうしょ)で教義を新教に近づけたが、儀式や**主教制**にはカトリックに近い要素が残った。メアリ1世のカトリック復活後、**エリザベス1世**が再建し、1559年の**統一法**などによって確立した。,イギリス|首長法|エドワード6世|主教制|エリザベス1世|統一法,,,1534：「イギリスの人降参した　首長法」ヘンリ8世の首長法発布|1559：「国教会で　以後行く」エリザベス1世の統一法発布,23_宗教改革(1).md p.374–377,
世界史探究_第23回_03_イギリス国教会とイギリスの絶対王政,WH-230302,59,共通テスト基礎,人物,ヘンリ8世,へんりはっせい,,近世,ヨーロッパ,イギリス・イングランド,1509〜1547年在位,1509,WH-230302-B01,beginner,用語の特定,identify,離婚問題から教皇と対立し、首長法でイギリス国教会を成立させ、修道院領を没収して王権を強めた国王は？,ヘンリ8世,ヘンリ8世,,,,23_宗教改革(1).md p.374–376,
世界史探究_第23回_03_イギリス国教会とイギリスの絶対王政,WH-230302,59,共通テスト基礎,人物,ヘンリ8世,へんりはっせい,,近世,ヨーロッパ,イギリス・イングランド,1509〜1547年在位,1509,WH-230302-B02,beginner,時期,time,ヘンリ8世が首長法を制定した年は？,1534年,1534年,,,1534：「イギリスの人降参した　首長法」ヘンリ8世の首長法発布,23_宗教改革(1).md p.374–376,
世界史探究_第23回_03_イギリス国教会とイギリスの絶対王政,WH-230302,59,共通テスト基礎,人物,ヘンリ8世,へんりはっせい,,近世,ヨーロッパ,イギリス・イングランド,1509〜1547年在位,1509,WH-230302-B03,beginner,原因,cause,ヘンリ8世が教皇と断絶する直接のきっかけとなった私的な問題は？,離婚問題,離婚問題,,,,23_宗教改革(1).md p.374–376,
世界史探究_第23回_03_イギリス国教会とイギリスの絶対王政,WH-230302,59,共通テスト基礎,人物,ヘンリ8世,へんりはっせい,,近世,ヨーロッパ,イギリス・イングランド,1509〜1547年在位,1509,WH-230302-B04,beginner,内容,content,ヘンリ8世が国王を教会の最高首長とするため制定した法律は？,首長法,首長法,国王至上法,,,23_宗教改革(1).md p.374–376,
世界史探究_第23回_03_イギリス国教会とイギリスの絶対王政,WH-230302,59,共通テスト基礎,人物,ヘンリ8世,へんりはっせい,,近世,ヨーロッパ,イギリス・イングランド,1509〜1547年在位,1509,WH-230302-B05,beginner,内容,content,ヘンリ8世が解散させ、領地を没収した宗教施設は？,修道院,修道院,,,,23_宗教改革(1).md p.374–376,
世界史探究_第23回_03_イギリス国教会とイギリスの絶対王政,WH-230302,59,共通テスト基礎,人物,ヘンリ8世,へんりはっせい,,近世,ヨーロッパ,イギリス・イングランド,1509〜1547年在位,1509,WH-230302-B06,beginner,中心人物,person,ヘンリ8世が首長法への反対を理由に処刑した大法官は？,トマス＝モア,トマス＝モア,,,,23_宗教改革(1).md p.374–376,
世界史探究_第23回_03_イギリス国教会とイギリスの絶対王政,WH-230302,59,共通テスト基礎,人物,ヘンリ8世,へんりはっせい,,近世,ヨーロッパ,イギリス・イングランド,1509〜1547年在位,1509,WH-230302-R01,reverse,時期・地域,reverse,いつ、どの国の王だった？,1509〜1547年に在位した**イギリス**の国王。,イギリス,,,,23_宗教改革(1).md p.374–376,
世界史探究_第23回_03_イギリス国教会とイギリスの絶対王政,WH-230302,59,共通テスト基礎,人物,ヘンリ8世,へんりはっせい,,近世,ヨーロッパ,イギリス・イングランド,1509〜1547年在位,1509,WH-230302-R02,reverse,内容,reverse,何をした？,**離婚問題**から教皇と対立し、1534年の**首長法**によって国王を最高首長とする**イギリス国教会**を成立させた。,離婚問題|首長法|イギリス国教会,,,1534：「イギリスの人降参した　首長法」ヘンリ8世の首長法発布,23_宗教改革(1).md p.374–376,
世界史探究_第23回_03_イギリス国教会とイギリスの絶対王政,WH-230302,59,共通テスト基礎,人物,ヘンリ8世,へんりはっせい,,近世,ヨーロッパ,イギリス・イングランド,1509〜1547年在位,1509,WH-230302-R03,reverse,政治的影響,reverse,王権にどのような変化をもたらした？,反対したトマス＝モアを処刑し、**修道院を解散**して領地を没収・王領地化することで、王権を強化した。,修道院を解散,,,,23_宗教改革(1).md p.374–376,
世界史探究_第23回_03_イギリス国教会とイギリスの絶対王政,WH-230302,59,共通テスト基礎,人物,ヘンリ8世,へんりはっせい,,近世,ヨーロッパ,イギリス・イングランド,1509〜1547年在位,1509,WH-230302-I01,integrated,統合説明,integrated,「ヘンリ8世」について説明せよ。,1509〜1547年に在位した**イギリス**の国王。**離婚問題**から教皇と対立し、1534年の**首長法**によって国王を最高首長とする**イギリス国教会**を成立させた。反対したトマス＝モアを処刑し、**修道院を解散**して領地を没収・王領地化することで、王権を強化した。,イギリス|離婚問題|首長法|イギリス国教会|修道院を解散,,,1534：「イギリスの人降参した　首長法」ヘンリ8世の首長法発布,23_宗教改革(1).md p.374–376,
世界史探究_第23回_03_イギリス国教会とイギリスの絶対王政,WH-230303,60,共通テスト基礎,制度・政策・法律,首長法,しゅちょうほう,国王至上法,近世,ヨーロッパ,イギリス・イングランド,1534年,1534,WH-230303-B01,beginner,用語の特定,identify,1534年にヘンリ8世が議会の承認を得て制定し、イギリス国王を国教会の唯一最高の首長とした法律は？,首長法,首長法,国王至上法,,,23_宗教改革(1).md p.374–375,
世界史探究_第23回_03_イギリス国教会とイギリスの絶対王政,WH-230303,60,共通テスト基礎,制度・政策・法律,首長法,しゅちょうほう,国王至上法,近世,ヨーロッパ,イギリス・イングランド,1534年,1534,WH-230303-B02,beginner,時期,time,首長法が制定された年は？,1534年,1534年,,,1534：「イギリスの人降参した　首長法」ヘンリ8世の首長法発布,23_宗教改革(1).md p.374–375,
世界史探究_第23回_03_イギリス国教会とイギリスの絶対王政,WH-230303,60,共通テスト基礎,制度・政策・法律,首長法,しゅちょうほう,国王至上法,近世,ヨーロッパ,イギリス・イングランド,1534年,1534,WH-230303-B03,beginner,中心人物,person,首長法を制定したイギリス国王は？,ヘンリ8世,ヘンリ8世,,,,23_宗教改革(1).md p.374–375,
