"question_id","question","answer","explanation","type","style","source_url","source_file","source_page","source_line"
"WH-22-04-001","大航海時代を経て、ヨーロッパの交易が世界規模に拡大し、商業の中心が大西洋岸へ移った変化を何というか？","商業革命。","単に取引量が増えたのではなく、交易網と中心地域が変化した。","用語の特定","一問一答","","22_ルネサンスと大航海時代.md","362","328"
"WH-22-04-002","大航海時代以前のヨーロッパで、商業の中心だった2つの海域は？","地中海と、北海・バルト海。","これらを結ぶ内陸交易も発達していた。","場所","一問一答","","22_ルネサンスと大航海時代.md","362","330"
"WH-22-04-003","大航海時代によって、ヨーロッパ人の交易の範囲はどのように変わったか？","ヨーロッパ内の遠隔地交易から、アジア・アフリカ・アメリカと直接取引する世界規模の交易へ拡大した。","大西洋とインド洋などを結ぶネットワークがつくられた。","結果","一問一答","","22_ルネサンスと大航海時代.md","362","343"
"WH-22-04-004","商業革命によって、ヨーロッパの国際商業の中心はどこからどこへ移ったか？","地中海から大西洋沿岸へ。","ポルトガル・スペイン、のちにオランダ・イギリス・フランスなどが貿易を拡大した。","場所","一問一答","","22_ルネサンスと大航海時代.md","362","343"
"WH-22-04-005","商業革命によって発展した都市として、資料が挙げるリスボン以外の2都市は？","アントウェルペン（アントワープ）とアムステルダム。","大西洋岸の商業・金融拠点が成長した。","場所","一問一答","","22_ルネサンスと大航海時代.md","362","343"
"WH-22-04-006","商業革命によって、イタリア諸都市やハンザ同盟の北ドイツ都市はどのような影響を受けたか？","地中海貿易やバルト海貿易の相対的な地位低下によって、繁栄を失っていった。","大西洋岸の発展と、従来の商業中心地の地位低下を対比する。","結果","一問一答","","22_ルネサンスと大航海時代.md","362","343"
"WH-22-04-007","大航海時代以後、大西洋の奴隷貿易が拡大した経済的背景は何か？","アメリカ大陸での生産拡大により、植民地経営に必要な労働力が求められたため。","資料では、特に銀や砂糖の生産と黒人奴隷の利用を結びつけている。","原因","一問一答","","22_ルネサンスと大航海時代.md","362","345"
"WH-22-04-008","16世紀のヨーロッパで起こった、銀価の下落と物価の高騰を何というか？","価格革命。","商業の中心地や交易網の変化を指す商業革命とは区別する。","用語の特定","一問一答","","22_ルネサンスと大航海時代.md","363","357"
"WH-22-04-009","資料では、価格革命の主要な原因をどのように説明しているか？","アメリカ大陸で採掘された大量の銀が、ヨーロッパへ流入したこと。","銀の供給増加によって銀価が下落し、物価が上昇した。","原因","一問一答","","22_ルネサンスと大航海時代.md","363","357"
"WH-22-04-010","商業革命や価格革命に伴う商工業の発展は、西ヨーロッパの市民階級にどのような影響を与えたか？","商工業で富を蓄える市民階級の成長を促した。","大西洋岸の都市で、交易と経済活動が活発化した。","結果","一問一答","","22_ルネサンスと大航海時代.md","363","359"
"WH-22-04-011","貨幣経済の拡大と購買力の増大により、毛織物生産が拡大した代表的な2地域は？","フランドルとイングランド。","貿易の発展は、ヨーロッパ内部の手工業の発展にもつながった。","場所","一問一答","","22_ルネサンスと大航海時代.md","363","359"
"WH-22-04-012","価格革命によって、定額の貨幣地代に頼る封建領主が弱体化したのはなぜか？","物価が上がっても地代収入が定額のため、その実質的な価値が下がったから。","一部の農民の自立も進み、西欧では封建社会の崩壊が促された。","原因","一問一答","","22_ルネサンスと大航海時代.md","363","361"
"WH-22-04-013","南ドイツの銀山経営で栄え、アメリカ銀の流入によって没落したアウクスブルクの商人・金融家の家は？","フッガー家。","アメリカ銀の流入は、従来のヨーロッパの銀産地にも打撃を与えた。","主体","一問一答","","22_ルネサンスと大航海時代.md","363","361"
"WH-22-04-014","メキシコからフィリピンへ銀を運び、中国商人と取引したスペインの太平洋貿易を何というか？","アカプルコ貿易。","ガレオン船によってアメリカ大陸とアジアが結びついた。","用語の特定","一問一答","","22_ルネサンスと大航海時代.md","363","363"
"WH-22-04-015","アカプルコ貿易が結んだ、メキシコ側とフィリピン側の港は？","メキシコのアカプルコと、フィリピンのマニラ。","大西洋貿易や喜望峰回りのインド航路とは異なる太平洋航路である。","場所","一問一答","","22_ルネサンスと大航海時代.md","363","363"
"WH-22-04-016","資料のアカプルコ貿易の説明では、スペインは中国商人との取引で銀と引き換えに何を入手したか？","陶磁器。","アメリカ産の銀とアジアの物産を交換する交易だった。","内容","一問一答","","22_ルネサンスと大航海時代.md","363","363"
"WH-22-04-017","16世紀前半に発見され、日本銀の対中流入につながったと資料が説明する銀山は？","石見銀山。","中国産生糸との交換によって、大量の日本銀が中国へ流入した。","場所","一問一答","","22_ルネサンスと大航海時代.md","363","363"
"WH-22-04-018","明で実施され、資料が中国の銀需要増加と結びつけている、銀による納税の制度は？","一条鞭法。","銀が貿易だけでなく、税の納入にも必要とされるようになった。","用語の特定","一問一答","","22_ルネサンスと大航海時代.md","363","363"
"WH-22-04-019","世界各地の銀が最終的に中国へ集まった理由を、銀の需要と価値から説明しなさい。","中国では納税や交易による銀需要が大きく、銀価が高かったため。","ヨーロッパへ渡ったアメリカ銀も、商人によってアジアへ再輸出された。","原因","一問一答","","22_ルネサンスと大航海時代.md","363","363"
"WH-22-04-020","16世紀の銀の流れは、「世界の一体化」をどのように示しているか？","アメリカ銀がヨーロッパ経由や太平洋航路でアジアへ運ばれ、日本銀も中国へ流入し、各地の生産・貿易・納税が結びついた。","地域史を別々に覚えるだけでなく、銀を通じた相互のつながりを捉える。","統合説明","一問一答","","22_ルネサンスと大航海時代.md","363","363"
"WH-22-04-021","近世の東欧で、領主が農民の賦役労働を復活させた動きを何というか？","再版農奴制。","西欧で農民の自立が進む一方、東欧では農民への支配が強められた。","用語の特定","一問一答","","22_ルネサンスと大航海時代.md","364","375"
"WH-22-04-022","エルベ川以東で拡大した、農民の賦役労働を利用して穀物商品を生産する大農場経営を何というか？","グーツヘルシャフト（農場領主制）。","西欧向けの穀物輸出と結びついて拡大した。","用語の特定","一問一答","","22_ルネサンスと大航海時代.md","364","375"
"WH-22-04-023","グーツヘルシャフトが拡大した背景には、西欧側のどのような需要があったか？","商工業の発展に伴う食糧不足を補うため、穀物への需要が高まっていた。","東欧の領主は、西欧への穀物販売による利益を求めた。","原因","一問一答","","22_ルネサンスと大航海時代.md","364","375"
"WH-22-04-024","大航海時代以後の西欧とエルベ川以東では、領主と農民の関係はどのように異なったか？","西欧では一部農民が自立し封建領主が弱体化した一方、エルベ川以東では賦役が復活し領主層が強まった。","同じ商業発展でも、地域ごとの社会的影響は異なった。","関係","一問一答","","22_ルネサンスと大航海時代.md","364","375"
"WH-22-04-025","ハンザ同盟の都市が衰退した理由を、領主と西欧商人の動きから説明しなさい。","周辺の領主に支配されて自由な交易が難しくなり、オランダなどの商人にも商業圏を奪われたため。","交易の中心地の移動に加え、都市の政治的自立も弱まった。","原因","一問一答","","22_ルネサンスと大航海時代.md","364","377"
"WH-22-04-026","「中核」と「周辺」の国際分業から世界経済を説明する近代世界システム論を唱えた人物は？","ウォーラーステイン。","資料では、1970年代に唱えられた理論として紹介されている。","人物","一問一答","","22_ルネサンスと大航海時代.md","364","381"
"WH-22-04-027","資料が紹介する近代世界システム論では、西欧と東欧・ラテンアメリカは、それぞれどのような役割に位置づけられるか？","西欧は富が集まる「中核」、東欧・ラテンアメリカは食糧や原材料を供給する「周辺」。","あくまで資料が紹介する理論上の区分として理解する。","関係","一問一答","","22_ルネサンスと大航海時代.md","364","383"
"WH-22-04-028","資料の近代世界システム論の説明で、「覇権国家」とはどのような国家か？","商業・工業・金融の発展を背景に、他国を経済力で圧倒する国家。","17世紀のオランダや19世紀のイギリスが例として挙げられている。","逆向きの説明","一問一答","","22_ルネサンスと大航海時代.md","364","383"
