"question_id","question","answer","explanation","type","style","source_url","source_file","source_page","source_line"
"WH-30-03-001","17世紀ヨーロッパで自然科学が急速に発展した動きを何というか？","科学革命。","ルネサンス以来の合理主義や、各国の研究機関の活動を背景としていた。","用語の特定","一問一答","","30_17〜18世紀のヨーロッパ文化.md","477","123"
"WH-30-03-002","資料では、17世紀の自然科学の発展を支えた思想面・制度面の背景は何か？","近代的な合理主義の発達と、王室の保護を受けた科学アカデミーなどの設立。","科学者個人の発見だけでなく、研究を支える考え方や組織も重視する。","原因","一問一答","","30_17〜18世紀のヨーロッパ文化.md","477","123"
"WH-30-03-003","ボイルやニュートンが参加したイギリスの科学研究組織は？","イギリス王立協会。","資料ではニュートンが会長としても活躍したとされる。","用語の特定","一問一答","","30_17〜18世紀のヨーロッパ文化.md","477","123"
"WH-30-03-004","コルベールが創設したフランスの科学研究機関は？","フランス科学アカデミー。","フランス語統一を担うアカデミー＝フランセーズとは別の組織である。","用語の特定","一問一答","","30_17〜18世紀のヨーロッパ文化.md","477","123"
"WH-30-03-005","フランス科学アカデミーを創設した政治家は？","コルベール。","国王の保護と科学研究の制度化を結びつけて覚える。","人物","一問一答","","30_17〜18世紀のヨーロッパ文化.md","477","123"
"WH-30-03-006","資料がプロイセンの科学研究機関として挙げているアカデミーは？","ベルリン科学アカデミー。","イギリス・フランスだけでなく、プロイセンでも科学研究機関が整備された。","用語の特定","一問一答","","30_17〜18世紀のヨーロッパ文化.md","477","123"
"WH-30-03-007","イギリス王立協会・フランス科学アカデミー・ベルリン科学アカデミーを、それぞれの国と対応させなさい。","イギリス王立協会はイギリス、フランス科学アカデミーはフランス、ベルリン科学アカデミーはプロイセン。","資料に登場する、自然科学を支えた三つの研究機関である。","関係","一問一答","","30_17〜18世紀のヨーロッパ文化.md","477","123"
"WH-30-03-008","気体に関する法則を確立し、「近代化学の父」と呼ばれるイギリスの科学者は？","ボイル。","イギリス王立協会にも参加した人物である。","人物","一問一答","","30_17〜18世紀のヨーロッパ文化.md","477","125"
"WH-30-03-009","気体に関する研究で知られるボイルの名を冠した法則は？","ボイルの法則。","資料では気体力学の基礎を確立した成果として紹介される。数式は本文に示されていない。","用語の特定","一問一答","","30_17〜18世紀のヨーロッパ文化.md","477","125"
"WH-30-03-010","万有引力の法則を発見し、『プリンキピア』を著したイギリスの科学者は？","ニュートン。","近代物理学の創始、微積分法、王立協会会長としての活動が挙げられる。","人物","一問一答","","30_17〜18世紀のヨーロッパ文化.md","477","125"
"WH-30-03-011","ニュートンが発見した、物理学上の重要な法則は？","万有引力の法則。","著作『プリンキピア』と、近代物理学の発展に結びつける。","用語の特定","一問一答","","30_17〜18世紀のヨーロッパ文化.md","477","125"
"WH-30-03-012","ニュートンが著した『自然哲学の数学的原理』の通称は？","『プリンキピア』。","著者と万有引力の法則を一組で押さえる。","用語の特定","一問一答","","30_17〜18世紀のヨーロッパ文化.md","477","125"
"WH-30-03-013","ほぼ同じ時期に微積分法を創始した二人の学者は？","ニュートンとライプニッツ。","ニュートンはイギリス、ライプニッツはドイツの学者である。","人物","一問一答","","30_17〜18世紀のヨーロッパ文化.md","477","125"
"WH-30-03-014","「人間は考える葦である」の言葉で知られ、流体力学にも功績があったフランスの人物は？","パスカル。","哲学者と科学者の両面を持つ人物として紹介される。","人物","一問一答","","30_17〜18世紀のヨーロッパ文化.md","477","125"
"WH-30-03-015","燃焼理論を確立し、質量保存の法則を打ち立てたフランスの化学者は？","ラヴォワジェ。","ブルボン朝の徴税請負人でもあり、フランス革命中の恐怖政治で処刑された。","人物","一問一答","","30_17〜18世紀のヨーロッパ文化.md","477","125"
"WH-30-03-016","ラヴォワジェが打ち立てた、物質の質量に関する法則は？","質量保存の法則。","燃焼理論の確立とともに挙げられる業績である。","用語の特定","一問一答","","30_17〜18世紀のヨーロッパ文化.md","477","125"
"WH-30-03-017","ラヴォワジェは科学史とフランス革命史で、それぞれどのように登場するか？","科学史では燃焼理論・質量保存の法則、革命史では恐怖政治で処刑された徴税請負人として登場する。","学問上の業績と政治史上の出来事を関連づける。","関係","一問一答","","30_17〜18世紀のヨーロッパ文化.md","477","125"
"WH-30-03-018","宇宙の成立を科学的に説明しようとし、宇宙進化論を唱えたフランスの学者は？","ラプラース。","資料の表では、カントの星雲説との関係も示される。","人物","一問一答","","30_17〜18世紀のヨーロッパ文化.md","477","125"
"WH-30-03-019","電池を発明したイタリアの科学者は？","ヴォルタ。","フランクリンの避雷針、ホイヘンスの振り子時計とは区別する。","人物","一問一答","","30_17〜18世紀のヨーロッパ文化.md","477","125"
"WH-30-03-020","ヴォルタの発明として、資料が挙げるものは何か？","電池。","自然科学の研究が、技術に応用された事例である。","内容","一問一答","","30_17〜18世紀のヨーロッパ文化.md","477","125"
"WH-30-03-021","動植物の分類学を確立したスウェーデンの学者は？","リンネ。","フランスのビュフォンらとともに、のちの生物学の発展につながる人物として紹介される。","人物","一問一答","","30_17〜18世紀のヨーロッパ文化.md","477","125"
