"question_id","question","answer","explanation","type","style","source_url","source_file","source_page","source_line"
"WH-26-02-001","ブランデンブルク選帝侯国と、のちのプロイセン王国を支配した家は？","ホーエンツォレルン家。","オーストリアのハプスブルク家と区別する。","主体","一問一答","","26_近世のヨーロッパ③（ドイツ・ロシア）.md","415","190"
"WH-26-02-002","プロイセン王国のもととなった、ホーエンツォレルン家の選帝侯国は？","ブランデンブルク選帝侯国。","プロイセン公国を継承し、同君連合となった。","主体","一問一答","","26_近世のヨーロッパ③（ドイツ・ロシア）.md","415","190"
"WH-26-02-003","ドイツ騎士団領がルター派となって成立し、ブランデンブルクに継承された国は？","プロイセン公国。","ブランデンブルク＝プロイセンの形成につながった。","主体","一問一答","","26_近世のヨーロッパ③（ドイツ・ロシア）.md","415","190"
"WH-26-02-004","東ポンメルンを獲得し、亡命ユグノーを受け入れたブランデンブルクの大選帝侯は？","フリードリヒ＝ヴィルヘルム大選帝侯。","後の「兵隊王」フリードリヒ＝ヴィルヘルム1世とは別人である。","人物","一問一答","","26_近世のヨーロッパ③（ドイツ・ロシア）.md","415","190"
"WH-26-02-005","大選帝侯がフランスから亡命したユグノーを受け入れた目的は？","商工業の技術や担い手を受け入れ、産業の発展を図るため。","ナントの王令廃止に伴う移住は、受け入れ国の経済にも関わった。","原因","一問一答","","26_近世のヨーロッパ③（ドイツ・ロシア）.md","415","190"
"WH-26-02-006","プロイセンが絶対王政の基盤として特に強化した二つの仕組みは？","官僚制と常備軍。","国土や人口の規模が限られるなか、軍隊の強化を重視した。","内容","一問一答","","26_近世のヨーロッパ③（ドイツ・ロシア）.md","415","192"
"WH-26-02-007","1701年に王号を認められ、プロイセン王国を成立させた人物は？","フリードリヒ1世。","スペイン継承戦争で皇帝側を支援したことと関連づけて説明されている。","人物","一問一答","","26_近世のヨーロッパ③（ドイツ・ロシア）.md","415","194"
"WH-26-02-008","プロイセン王国が成立したのは何年か？","1701年。","それ以前のプロイセン公国・ブランデンブルクとの同君連合と区別する。","時期","一問一答","","26_近世のヨーロッパ③（ドイツ・ロシア）.md","415","194"
"WH-26-02-009","フリードリヒ1世が神聖ローマ皇帝から王号を認められた背景は？","スペイン継承戦争で皇帝側を支援したため。","称号の変更と、後の軍事的な国力拡大は別の段階である。","原因","一問一答","","26_近世のヨーロッパ③（ドイツ・ロシア）.md","415","194"
"WH-26-02-010","「兵隊王」と呼ばれ、徴兵制と常備軍を整備したプロイセン王は？","フリードリヒ＝ヴィルヘルム1世。","フリードリヒ2世の父である。","人物","一問一答","","26_近世のヨーロッパ③（ドイツ・ロシア）.md","416","212"
"WH-26-02-011","プロイセンで官僚や将校となり、国家体制を支えた地主貴族を何というか？","ユンカー。","グーツヘルシャフトを経営する地主層であった。","用語の特定","一問一答","","26_近世のヨーロッパ③（ドイツ・ロシア）.md","416","212"
"WH-26-02-012","ユンカーが経営した、農場領主制と訳される経営形態は？","グーツヘルシャフト。","地主貴族の経済的基盤と、国家の官僚・軍事組織が結びついた。","用語の特定","一問一答","","26_近世のヨーロッパ③（ドイツ・ロシア）.md","416","212"
"WH-26-02-013","フリードリヒ＝ヴィルヘルム1世は、ユンカーをどのような役割に登用したか？","官僚と軍隊の将校。","地主貴族を国家組織に組み込み、軍国的な体制を整えた。","内容","一問一答","","26_近世のヨーロッパ③（ドイツ・ロシア）.md","416","212"
"WH-26-02-014","フリードリヒ＝ヴィルヘルム1世が常備軍の兵員確保に用いた制度は？","徴兵制。","軍事力の強化に多くの国家財政を投入した。","用語の特定","一問一答","","26_近世のヨーロッパ③（ドイツ・ロシア）.md","416","212"
"WH-26-02-015","ヴォルテールと交流し、「君主は国家第一の僕」と説いたプロイセン王は？","フリードリヒ2世。","プロイセンを代表する啓蒙専制君主である。","人物","一問一答","","26_近世のヨーロッパ③（ドイツ・ロシア）.md","416","216"
"WH-26-02-016","フリードリヒ2世が文通し、のちに宮廷にも招いた啓蒙思想家は？","ヴォルテール。","エカチェリーナ2世も文通したが、宮廷に招いた関係とは区別する。","人物","一問一答","","26_近世のヨーロッパ③（ドイツ・ロシア）.md","416","216"
"WH-26-02-017","フリードリヒ2世の君主観を表す、有名な言葉は？","君主は国家第一の僕。","君主は人民の幸福のために国家へ奉仕する、とする考えを示した。","内容","一問一答","","26_近世のヨーロッパ③（ドイツ・ロシア）.md","416","216"
"WH-26-02-018","フリードリヒ2世が進めた、宗教・経済・教育の政策を挙げなさい。","宗教寛容、農民の保護、マニュファクチュアなどの産業育成、教育の奨励。","啓蒙思想の影響を受けた改革を、軍事・官僚体制の強化と並行して進めた。","内容","一問一答","","26_近世のヨーロッパ③（ドイツ・ロシア）.md","416","216"
"WH-26-02-019","フリードリヒ2世が農奴を解放しなかったのは、どの支配層を保護したためか？","官僚・将校として国家を支えたユンカーを保護したため。","啓蒙的な改革を進めても、地主貴族の支配基盤は維持された。","原因","一問一答","","26_近世のヨーロッパ③（ドイツ・ロシア）.md","416","216"
"WH-26-02-020","フリードリヒ2世の国内統治を、改革と限界に分けて説明しなさい。","宗教寛容・産業育成・教育奨励を進めたが、ユンカーを保護し、農奴制と軍事・官僚支配を維持した。","啓蒙専制君主であることと、農奴解放を行うことは同じではない。","統合説明","一問一答","","26_近世のヨーロッパ③（ドイツ・ロシア）.md","416","216"
"WH-26-02-021","啓蒙思想を用い、君主主導の「上からの近代化」を進めた君主を何というか？","啓蒙専制君主。","君主に権力を集中させたまま、改革と富国強兵を進めた。","用語の特定","一問一答","","26_近世のヨーロッパ③（ドイツ・ロシア）.md","416","218"
"WH-26-02-022","啓蒙専制君主とは、どのような君主か？","啓蒙思想を取り入れつつ専制的な権力を保ち、君主主導で近代化や富国強兵を進める君主。","立憲政治や人民による政治を、そのまま実現した君主ではない。","逆向きの説明","一問一答","","26_近世のヨーロッパ③（ドイツ・ロシア）.md","416","218"
