"question_id","question","answer","explanation","type","style","source_url","source_file","source_page","source_line"
"WH-30-04-001","17世紀の学問の方法論として、資料が大きく分ける二つの系統は？","イギリスの経験論と、大陸の合理論。","その後、両者を批判・総合するドイツ観念論が登場する。","内容","一問一答","","30_17〜18世紀のヨーロッパ文化.md","478","156"
"WH-30-04-002","観察・実験など、具体的な経験の積み重ねから知識を得ようとする立場は？","経験論。","資料では、イギリスで発達した方法論として説明される。","用語の特定","一問一答","","30_17〜18世紀のヨーロッパ文化.md","478","158"
"WH-30-04-003","多くの個々の事実から、一般的な法則を導く方法は？","帰納法。","経験論の方法として、観察や実験の積み重ねと結びつけられる。","用語の特定","一問一答","","30_17〜18世紀のヨーロッパ文化.md","478","158"
"WH-30-04-004","経験論とは、どのように知識を得る立場か？","観察や実験などの具体的経験を積み重ね、そこから知識を得る立場。","理性による推論を重視する大陸合理論と対比される。","逆向きの説明","一問一答","","30_17〜18世紀のヨーロッパ文化.md","478","158"
"WH-30-04-005","イギリスの経験論と帰納法の基礎を確立した人物は？","フランシス＝ベーコン。","資料末尾の表では、著作『新オルガヌム』も挙げられる。","人物","一問一答","","30_17〜18世紀のヨーロッパ文化.md","478","160"
"WH-30-04-006","社会契約説を説き、哲学上はともに経験論に属するイギリスの二人は？","ホッブズとロック。","政治思想では王権への態度が異なるが、方法論では経験論としてまとめられる。","人物","一問一答","","30_17〜18世紀のヨーロッパ文化.md","478","160"
"WH-30-04-007","経験論を徹底し、「理性は感情の奴隷」と主張した人物は？","ヒューム。","資料の一覧表では、懐疑論を主張した人物としても説明される。","人物","一問一答","","30_17〜18世紀のヨーロッパ文化.md","478","160"
"WH-30-04-008","人間の理性を重視し、推論によって知識を得ようとする大陸の立場は？","合理論。","デカルト、スピノザ、ライプニッツらが挙げられる。","用語の特定","一問一答","","30_17〜18世紀のヨーロッパ文化.md","479","170"
"WH-30-04-009","理性的な推論により個々の事象を証明して結論を導く方法は？","演繹法。","末尾の比較表の定義に基づき、帰納法とは推論の進め方を区別する。","用語の特定","一問一答","","30_17〜18世紀のヨーロッパ文化.md","479","170"
"WH-30-04-010","経験論と合理論は、知識を得る際に何を重視する点で異なるか？","経験論は観察・実験などの経験、合理論は理性による推論を重視する。","両者の総合が、のちのカントの批判哲学の説明につながる。","関係","一問一答","","30_17〜18世紀のヨーロッパ文化.md","479","170"
"WH-30-04-011","「われ思う、ゆえにわれあり」を示し、『方法叙説』を著したフランスの哲学者は？","デカルト。","大陸合理論を確立した人物として紹介される。","人物","一問一答","","30_17〜18世紀のヨーロッパ文化.md","479","172"
"WH-30-04-012","デカルトが合理主義哲学の方法を示した著作は？","『方法叙説』。","「われ思う、ゆえにわれあり」という命題と結びつけて覚える。","用語の特定","一問一答","","30_17〜18世紀のヨーロッパ文化.md","479","172"
"WH-30-04-013","デカルトが、すべてを疑った末に確かなものとして示した命題は？","「われ思う、ゆえにわれあり」。","疑い、考えている自分の存在を確かなものとする説明である。","内容","一問一答","","30_17〜18世紀のヨーロッパ文化.md","479","172"
"WH-30-04-014","神と自然は同一であるという汎神論を唱えた、ユダヤ系オランダ人の哲学者は？","スピノザ。","大陸合理論の思想家として、デカルトやライプニッツと並べられる。","人物","一問一答","","30_17〜18世紀のヨーロッパ文化.md","479","172"
"WH-30-04-015","スピノザが唱えた、神と自然の同一性を説く考えを何というか？","汎神論。","資料では「神とすべてのもの（自然）は同一」と説明される。","用語の特定","一問一答","","30_17〜18世紀のヨーロッパ文化.md","479","172"
"WH-30-04-016","単子（モナド）論で神の予定調和を論じた、ドイツの哲学者は？","ライプニッツ。","自然科学の節では、微積分法の創始者としても登場する。","人物","一問一答","","30_17〜18世紀のヨーロッパ文化.md","479","172"
"WH-30-04-017","ライプニッツが神の予定調和を論じた思想は？","単子（モナド）論。","スピノザの汎神論と、人物・概念の対応を区別する。","用語の特定","一問一答","","30_17〜18世紀のヨーロッパ文化.md","479","172"
"WH-30-04-018","デカルト・スピノザ・ライプニッツを、それぞれの中心概念と対応させなさい。","デカルトは「われ思う、ゆえにわれあり」、スピノザは汎神論、ライプニッツは単子論。","いずれも大陸合理論の説明で登場するが、主張は同一ではない。","関係","一問一答","","30_17〜18世紀のヨーロッパ文化.md","479","172"
"WH-30-04-019","経験論・合理論を批判・総合し、18世紀後半のドイツに現れた哲学の系統は？","ドイツ観念論。","カントに始まり、フィヒテ、シェリング、ヘーゲルへと展開したと説明される。","用語の特定","一問一答","","30_17〜18世紀のヨーロッパ文化.md","479","176"
"WH-30-04-020","資料では、ドイツ観念論が経験論と合理論の双方を批判したのはなぜか？","すべてを経験することも、理性だけですべてを判断することもできないと考えたため。","理性と経験を対立させるだけでなく、両者の総合を図った。","原因","一問一答","","30_17〜18世紀のヨーロッパ文化.md","479","176"
"WH-30-04-021","経験論と合理論を総合して批判哲学を大成し、ドイツ観念論を創始した人物は？","カント。","理性による認識にも限界があるとし、理性万能の考え方を批判した。","人物","一問一答","","30_17〜18世紀のヨーロッパ文化.md","479","178"
"WH-30-04-022","カントが経験論と合理論を総合して大成した哲学は？","批判哲学。","経験と理性の双方を検討し、人間の認識の限界を問題にした。","用語の特定","一問一答","","30_17〜18世紀のヨーロッパ文化.md","479","178"
"WH-30-04-023","カントが理性による認識の限界を論じた著作は？","『純粋理性批判』。","資料では『実践理性批判』とともに、批判哲学の代表的著作として挙げられる。","用語の特定","一問一答","","30_17〜18世紀のヨーロッパ文化.md","479","178"
"WH-30-04-024","『純粋理性批判』でカントが示した、理性に関する論点は？","理性による認識には限界があること。","理性を万能とする啓蒙思想の考え方への批判と関連する。","内容","一問一答","","30_17〜18世紀のヨーロッパ文化.md","479","178"
"WH-30-04-025","カントの二つの代表的な「理性批判」の著作を答えなさい。","『純粋理性批判』と『実践理性批判』。","資料は両著作を挙げるが、ここでは本文以上の詳細な学説の違いは問わない。","用語の特定","一問一答","","30_17〜18世紀のヨーロッパ文化.md","479","178"
"WH-30-04-026","カントが国際平和機関の創設など、平和を維持する条件を論じた著作は？","『永遠平和のために』。","批判哲学だけでなく、平和についての議論も行ったと説明される。","用語の特定","一問一答","","30_17〜18世紀のヨーロッパ文化.md","479","178"
"WH-30-04-027","『永遠平和のために』で、カントが平和を維持する条件として挙げたものの例は？","国際平和機関の創設。","資料で具体的に挙げられる提案であり、その後の制度との同一視はしない。","内容","一問一答","","30_17〜18世紀のヨーロッパ文化.md","479","178"
"WH-30-04-028","カントの哲学を、経験論・合理論との関係と著作から説明しなさい。","経験論と合理論を総合して批判哲学を大成し、『純粋理性批判』で理性による認識の限界を論じた。『実践理性批判』『永遠平和のために』も著した。","理性万能の批判と、両方法論の総合を中心に押さえる。","統合説明","一問一答","","30_17〜18世紀のヨーロッパ文化.md","479","178"
"WH-30-04-029","カントの哲学を発展させ、自由な自我の確立を説いた哲学者は？","フィヒテ。","政治史では「ドイツ国民に告ぐ」の連続講演でも登場する。","人物","一問一答","","30_17〜18世紀のヨーロッパ文化.md","480","186"
"WH-30-04-030","フィヒテの哲学では、自由な何の確立が重視されたか？","自我。","資料の表では、主観的観念論として整理されている。","内容","一問一答","","30_17〜18世紀のヨーロッパ文化.md","480","186"
"WH-30-04-031","フィヒテがナポレオン占領下で「ドイツ国民に告ぐ」を講演した都市は？","ベルリン。","ドイツ観念論の展開と、ナポレオン時代の国民意識を結びつける。","場所","一問一答","","30_17〜18世紀のヨーロッパ文化.md","480","186"
"WH-30-04-032","自然と自我の統一を説く同一哲学を唱えた、ドイツの哲学者は？","シェリング。","資料では、のちに神秘主義へ傾いたと説明される。","人物","一問一答","","30_17〜18世紀のヨーロッパ文化.md","480","186"
"WH-30-04-033","シェリングが自然と自我の区別のない統一を説いた哲学は？","同一哲学。","フィヒテの自由な自我、ヘーゲルの弁証法と区別する。","用語の特定","一問一答","","30_17〜18世紀のヨーロッパ文化.md","480","186"
"WH-30-04-034","シェリングの哲学は、資料ではのちにどのような方向へ傾いたとされるか？","神秘主義。","資料は同一哲学からの展開として紹介している。","結果","一問一答","","30_17〜18世紀のヨーロッパ文化.md","480","186"
"WH-30-04-035","弁証法哲学を打ち出し、ドイツ観念論を完成したとされる人物は？","ヘーゲル。","哲学に歴史的発展という考え方を取り入れた。","人物","一問一答","","30_17〜18世紀のヨーロッパ文化.md","480","188"
"WH-30-04-036","ヘーゲルが、矛盾や対立を通じた認識の発展を示した哲学は？","弁証法哲学。","固定的な認識ではなく、歴史的に発展する過程に注目する。","用語の特定","一問一答","","30_17〜18世紀のヨーロッパ文化.md","480","188"
"WH-30-04-037","ヘーゲルの弁証法は、人間の認識がどのように変わると説明するか？","矛盾や対立を通じて発展していくと説明する。","資料では、歴史的発展の発想を哲学に導入した点が重視される。","内容","一問一答","","30_17〜18世紀のヨーロッパ文化.md","480","188"
"WH-30-04-038","ヘーゲルの歴史的発展の考え方から影響を受けた、のちの思想家は？","マルクス。","哲学史から、のちの社会思想へつながる関係である。","人物","一問一答","","30_17〜18世紀のヨーロッパ文化.md","480","188"
"WH-30-04-039","フィヒテ・シェリング・ヘーゲルを、本文の主な思想と対応させなさい。","フィヒテは自由な自我、シェリングは自然と自我の同一哲学、ヘーゲルは弁証法哲学。","ドイツ観念論を、一人の思想家の一つの主張としてまとめない。","関係","一問一答","","30_17〜18世紀のヨーロッパ文化.md","480","188"
"WH-30-04-040","フランシス＝ベーコンの著作として、資料の哲学一覧表に挙げられるものは？","『新オルガヌム』。","経験論と帰納法の基礎を確立した人物の著作である。","用語の特定","一問一答","","30_17〜18世紀のヨーロッパ文化.md","480","195"
"WH-30-04-041","ロックの経験論哲学に関する著作として、資料の表に挙げられるものは？","『人間悟性論』。","政治思想の著作『統治二論』と区別する。","用語の特定","一問一答","","30_17〜18世紀のヨーロッパ文化.md","480","197"
"WH-30-04-042","ロックの『統治二論』と『人間悟性論』は、資料ではどの分野・主題に対応するか？","『統治二論』は名誉革命を擁護する政治思想、『人間悟性論』は経験論哲学。","同一人物が政治思想と認識の方法論の両方で活躍している。","関係","一問一答","","30_17〜18世紀のヨーロッパ文化.md","480","197"
"WH-30-04-043","経験論を徹底したヒュームの立場を、資料の一覧表は何と呼んでいるか？","懐疑論。","「理性は感情の奴隷」という主張とともに整理されている。","用語の特定","一問一答","","30_17〜18世紀のヨーロッパ文化.md","480","198"
"WH-30-04-044","帰納法と演繹法を、資料の比較表に沿って区別しなさい。","帰納法は多くの個別の事実から一般的法則を導き、演繹法は理性的推論で個々の事象を証明して結論を導く。","本文の比喩ではなく、一覧表の定義を基準に整理した。","関係","一問一答","","30_17〜18世紀のヨーロッパ文化.md","480","199"
"WH-30-04-045","スピノザの著作として、資料の表に挙げられる倫理学の書は？","『エチカ』。","汎神論と大陸合理論の説明に登場する人物の著作である。","用語の特定","一問一答","","30_17〜18世紀のヨーロッパ文化.md","480","201"
"WH-30-04-046","パスカルの「人間は考える葦である」の一節で知られる著作は？","『パンセ』（瞑想録）。","自然科学では流体力学、哲学ではこの著作と言葉が挙げられる。","用語の特定","一問一答","","30_17〜18世紀のヨーロッパ文化.md","480","202"
"WH-30-04-047","パスカルは科学史と哲学史で、それぞれ何と対応するか？","科学史では流体力学のパスカルの原理、哲学史では『パンセ』と「人間は考える葦である」。","分野をまたいで登場する人物の業績を結びつける。","関係","一問一答","","30_17〜18世紀のヨーロッパ文化.md","480","202"
"WH-30-04-048","イギリス経験論・大陸合理論・ドイツ観念論の代表者を、それぞれ二人挙げなさい。","経験論はベーコン・ロック、合理論はデカルト・スピノザ、ドイツ観念論はカント・ヘーゲル。","本文・表に載る他の例として、経験論はホッブズ・ヒューム、合理論はライプニッツ、観念論はフィヒテ・シェリングもよい。","関係","一問一答","","30_17〜18世紀のヨーロッパ文化.md","480","208"
